user_id,movie_id,rating
21,13,4.5
21,14,5.0
21,17,3.0
21,19,5.0
21,20,1.0
22,2,4.0
22,7,4.0
22,11,3.0
22,14,5.0
22,16,5.0
23,7,3.0
23,11,4.0
23,14,4.5
23,15,2.0
23,17,5.0
23,19,5.0
24,1,4.0
24,5,2.0
24,6,4.0
24,7,5.0
24,8,4.5
24,10,2.0
24,11,3.0
24,14,4.5
24,15,2.0
25,1,5.0
25,5,1.0
25,7,5.0
25,9,5.0
25,11,5.0
25,15,2.0
25,16,3.0
25,20,1.0
26,4,5.0
26,9,4.5
26,10,1.0
26,12,4.0
26,15,2.0
26,16,3.0
26,18,4.5
26,19,5.0
27,1,5.0
27,2,3.0
27,3,5.0
27,4,4.5
27,8,4.5
27,14,5.0
27,15,1.0
27,17,5.0
27,19,5.0
28,5,1.0
28,9,4.5
28,12,4.0
28,14,5.0
28,15,1.0
28,20,1.0
29,4,5.0
29,6,3.0
29,14,5.0
29,15,1.0
29,19,5.0
29,20,2.0
30,1,3.0
30,2,3.0
30,13,5.0
30,16,5.0
30,18,5.0
31,1,3.0
31,2,5.0
31,3,3.0
31,9,5.0
31,10,5.0
31,12,4.5
31,13,3.0
31,15,5.0
31,18,2.0
31,20,5.0
32,1,3.0
32,2,4.5
32,9,5.0
32,18,3.0
32,19,5.0
33,1,3.0
33,2,4.5
33,5,5.0
33,8,3.0
33,11,4.0
33,12,4.5
33,13,2.0
33,15,5.0
33,16,4.0
33,17,4.5
33,19,3.0
33,20,5.0
34,1,4.0
34,3,2.0
34,5,4.5
34,6,5.0
34,7,5.0
34,9,4.0
34,10,4.5
34,12,5.0
34,17,5.0
34,18,3.0
34,19,5.0
34,20,5.0
35,2,4.5
35,3,2.0
35,4,3.0
35,8,2.0
35,9,5.0
35,10,5.0
35,12,5.0
35,13,3.0
35,16,4.0
35,18,3.0
35,19,3.0
36,1,3.0
36,3,3.0
36,16,5.0
36,18,3.0
36,20,5.0
37,1,4.0
37,3,2.0
37,7,5.0
37,9,4.0
37,10,5.0
37,19,5.0
38,5,4.5
38,8,3.0
38,9,3.0
38,11,3.0
38,15,5.0
38,20,4.5
39,1,4.0
39,2,4.5
39,3,2.0
39,9,4.0
39,11,4.0
39,15,4.5
39,17,4.5
39,18,2.0
40,1,5.0
40,3,2.0
40,4,3.0
40,5,5.0
40,7,4.5
40,9,5.0
40,12,4.5
40,13,3.0
40,14,5.0
40,15,5.0
40,16,3.0
40,18,3.0
41,5,4.5
41,8,2.0
41,9,3.0
41,14,3.0
41,16,3.0
41,19,5.0
42,2,5.0
42,3,3.0
42,5,4.5
42,6,3.0
42,9,4.0
42,10,4.5
42,11,3.0
42,13,3.0
42,14,4.0
42,17,4.5
43,1,3.0
43,2,4.5
43,3,2.0
43,6,4.0
43,8,2.0
43,12,4.5
43,14,3.0
43,15,4.5
43,17,4.5
43,18,3.0
44,1,5.0
44,2,4.5
44,4,3.0
44,5,4.5
44,6,4.0
44,7,5.0
44,8,2.0
44,10,4.5
44,12,5.0
44,14,4.0
44,17,4.5
45,1,3.0
45,5,5.0
45,6,3.0
45,17,4.5
45,18,2.0
46,1,3.0
46,3,2.0
46,4,5.0
46,5,4.5
46,6,4.0
46,7,5.0
46,9,3.0
46,10,5.0
46,11,5.0
46,12,5.0
46,13,3.0
46,17,5.0
47,2,4.5
47,7,4.5
47,8,2.0
47,9,4.0
47,10,4.5
47,11,4.0
47,14,3.0
47,16,5.0
47,19,3.0
48,1,4.0
48,2,4.5
48,3,3.0
48,4,4.0
48,8,2.0
48,10,4.5
48,11,3.0
48,14,4.0
48,18,2.0
48,19,3.0
48,20,5.0
49,6,3.0
49,8,2.0
49,9,4.0
49,10,4.5
49,12,4.5
49,13,3.0
49,16,5.0
49,19,5.0
49,20,5.0
50,1,3.0
50,3,2.0
50,4,5.0
50,7,4.5
50,9,5.0
50,10,4.5
50,15,5.0
50,16,4.0
50,17,5.0
50,19,4.0
50,20,5.0
100,2,5.0
100,4,5.0
100,5,5.0
100,8,5.0
100,10,5.0
100,12,2.0
100,13,5.0
100,14,5.0
100,16,5.0
100,17,1.5
100,18,1.5
100,19,5.0
100,20,5.0
101,1,1.0
101,2,1.0
101,6,5.0
101,10,1.0
101,13,5.0
101,15,5.0
101,17,1.0
101,18,1.5
101,19,5.0
101,20,5.0
102,3,5.0
102,5,5.0
102,7,5.0
102,8,1.0
102,9,5.0
102,10,1.0
102,11,5.0
102,12,1.0
102,15,1.5
102,19,5.0
102,20,5.0
103,1,5.0
103,2,5.0
103,5,5.0
103,7,1.0
103,8,5.0
103,9,5.0
103,10,5.0
103,11,1.5
103,12,1.5
103,13,2.0
103,14,5.0
103,15,5.0
103,16,5.0
103,17,1.5
103,20,5.0
104,2,5.0
104,3,1.5
104,4,5.0
104,6,5.0
104,9,5.0
104,10,5.0
104,11,5.0
104,12,2.0
104,14,5.0
104,15,1.5
104,16,5.0
104,17,2.0
105,1,5.0
105,3,1.5
105,6,5.0
105,7,5.0
105,8,5.0
105,9,1.0
105,12,5.0
105,14,5.0
105,15,1.0
105,16,1.0
105,17,2.0
105,18,5.0
105,19,1.0
105,20,5.0
106,1,5.0
106,3,5.0
106,4,1.0
106,6,1.5
106,9,5.0
106,11,1.0
106,12,5.0
106,14,5.0
106,16,1.5
106,17,5.0
106,18,2.0
106,19,5.0
106,20,2.0
107,2,1.0
107,3,2.0
107,4,5.0
107,5,5.0
107,6,1.5
107,7,5.0
107,8,5.0
107,10,1.5
107,11,5.0
107,12,5.0
107,13,5.0
107,14,1.0
107,16,5.0
107,17,5.0
107,20,5.0
108,1,5.0
108,2,1.0
108,4,5.0
108,5,1.5
108,6,2.0
108,7,5.0
108,9,5.0
108,10,5.0
108,11,5.0
108,12,5.0
108,13,5.0
108,14,5.0
109,1,5.0
109,2,1.0
109,3,1.5
109,4,5.0
109,6,5.0
109,7,5.0
109,9,5.0
109,10,5.0
109,11,5.0
109,12,2.0
109,13,5.0
109,15,5.0
109,18,5.0
109,20,1.0
110,1,1.0
110,3,5.0
110,4,1.5
110,6,5.0
110,9,1.0
110,10,5.0
110,12,5.0
110,13,5.0
110,14,5.0
110,15,5.0
110,18,5.0
111,1,5.0
111,2,5.0
111,3,5.0
111,8,2.0
111,9,5.0
111,11,5.0
111,12,5.0
111,14,5.0
111,16,5.0
111,17,1.5
111,18,1.5
111,19,5.0
112,1,5.0
112,5,5.0
112,6,5.0
112,8,5.0
112,9,5.0
112,10,1.0
112,11,1.0
112,12,2.0
112,13,5.0
112,17,5.0
112,20,2.0
113,1,2.0
113,3,5.0
113,4,1.5
113,5,5.0
113,6,5.0
113,7,5.0
113,8,5.0
113,13,5.0
113,14,5.0
113,15,5.0
113,18,5.0
113,19,1.0
113,20,5.0
114,1,5.0
114,2,5.0
114,5,5.0
114,6,5.0
114,7,1.0
114,8,1.5
114,9,5.0
114,10,5.0
114,11,2.0
114,12,5.0
114,14,5.0
114,16,5.0
114,18,2.0
114,19,5.0
114,20,1.0
115,1,5.0
115,4,5.0
115,5,5.0
115,6,5.0
115,7,1.5
115,9,2.0
115,12,5.0
115,13,5.0
115,14,1.0
115,17,2.0
115,19,5.0
116,1,5.0
116,2,5.0
116,3,5.0
116,4,5.0
116,7,5.0
116,9,5.0
116,11,1.0
116,13,5.0
116,14,2.0
116,15,5.0
116,17,5.0
116,18,5.0
116,20,1.0
117,1,5.0
117,2,5.0
117,7,2.0
117,8,5.0
117,9,2.0
117,10,5.0
117,11,5.0
117,12,2.0
117,13,5.0
117,16,1.0
117,17,5.0
117,18,1.5
117,19,5.0
117,20,5.0
118,1,5.0
118,2,5.0
118,4,1.0
118,5,5.0
118,7,5.0
118,12,1.5
118,14,2.0
118,17,5.0
118,18,1.5
118,20,1.0
119,1,2.0
119,3,5.0
119,4,5.0
119,8,5.0
119,11,2.0
119,12,1.5
119,13,5.0
119,14,5.0
119,15,5.0
119,18,5.0
119,19,1.5
119,20,5.0
120,1,5.0
120,3,5.0
120,4,5.0
120,5,5.0
120,6,1.5
120,7,5.0
120,9,1.0
120,10,2.0
120,11,5.0
120,13,5.0
120,14,5.0
120,16,1.5
120,17,5.0
120,18,2.0
120,19,5.0
121,4,5.0
121,5,5.0
121,7,5.0
121,10,5.0
121,11,1.0
121,12,2.0
121,13,2.0
121,16,5.0
121,17,5.0
121,19,5.0
121,20,5.0
122,1,1.0
122,3,5.0
122,4,5.0
122,6,1.5
122,7,5.0
122,8,1.0
122,9,5.0
122,10,5.0
122,13,5.0
122,14,5.0
122,17,1.5
122,20,5.0
123,2,5.0
123,4,2.0
123,5,5.0
123,6,5.0
123,8,5.0
123,9,2.0
123,10,2.0
123,11,5.0
123,13,1.5
123,14,5.0
123,16,5.0
123,17,5.0
123,18,5.0
123,20,5.0
124,1,5.0
124,2,5.0
124,3,1.5
124,7,1.0
124,9,5.0
124,10,5.0
124,11,1.0
124,16,1.0
124,17,5.0
124,18,5.0
124,20,5.0
300,1,5.0
300,2,5.0
300,3,5.0
300,4,5.0
300,5,5.0
300,6,5.0
300,7,5.0
300,8,5.0
300,9,5.0
300,10,5.0
300,11,5.0
300,12,5.0
300,13,5.0
300,14,5.0
300,15,5.0
300,16,5.0
300,17,5.0
300,18,5.0
300,19,5.0
300,20,5.0
301,1,5.0
301,2,5.0
301,3,5.0
301,4,5.0
301,5,5.0
301,6,5.0
301,7,5.0
301,8,5.0
301,9,5.0
301,10,5.0
301,11,5.0
301,12,5.0
301,13,5.0
301,14,5.0
301,15,5.0
301,16,5.0
301,17,5.0
301,18,5.0
301,19,5.0
301,20,5.0
302,1,5.0
302,2,5.0
302,3,5.0
302,4,5.0
302,5,5.0
302,6,5.0
302,7,5.0
302,8,5.0
302,9,5.0
302,10,5.0
302,11,5.0
302,12,5.0
302,13,5.0
302,14,5.0
302,15,5.0
302,16,5.0
302,17,5.0
302,18,5.0
302,19,5.0
302,20,5.0
303,1,5.0
303,2,5.0
303,3,5.0
303,4,5.0
303,5,5.0
303,6,5.0
303,7,5.0
303,8,5.0
303,9,5.0
303,10,5.0
303,11,5.0
303,12,5.0
303,13,5.0
303,14,5.0
303,15,5.0
303,16,5.0
303,17,5.0
303,18,5.0
303,19,5.0
303,20,5.0
304,1,5.0
304,2,5.0
304,3,5.0
304,4,5.0
304,5,5.0
304,6,5.0
304,7,5.0
304,8,5.0
304,9,5.0
304,10,5.0
304,11,5.0
304,12,5.0
304,13,5.0
304,14,5.0
304,15,5.0
304,16,5.0
304,17,5.0
304,18,5.0
304,19,5.0
304,20,5.0
305,1,5.0
305,2,5.0
305,3,5.0
305,4,5.0
305,5,5.0
305,6,5.0
305,7,5.0
305,8,5.0
305,9,5.0
305,10,5.0
305,11,5.0
305,12,5.0
305,13,5.0
305,14,5.0
305,15,5.0
305,16,5.0
305,17,5.0
305,18,5.0
305,19,5.0
305,20,5.0
306,1,5.0
306,2,5.0
306,3,5.0
306,4,5.0
306,5,5.0
306,6,5.0
306,7,5.0
306,8,5.0
306,9,5.0
306,10,5.0
306,11,5.0
306,12,5.0
306,13,5.0
306,14,5.0
306,15,5.0
306,16,5.0
306,17,5.0
306,18,5.0
306,19,5.0
306,20,5.0
307,1,5.0
307,2,5.0
307,3,5.0
307,4,5.0
307,5,5.0
307,6,5.0
307,7,5.0
307,8,5.0
307,9,5.0
307,10,5.0
307,11,5.0
307,12,5.0
307,13,5.0
307,14,5.0
307,15,5.0
307,16,5.0
307,17,5.0
307,18,5.0
307,19,5.0
307,20,5.0
308,1,5.0
308,2,5.0
308,3,5.0
308,4,5.0
308,5,5.0
308,6,5.0
308,7,5.0
308,8,5.0
308,9,5.0
308,10,5.0
308,11,5.0
308,12,5.0
308,13,5.0
308,14,5.0
308,15,5.0
308,16,5.0
308,17,5.0
308,18,5.0
308,19,5.0
308,20,5.0
309,1,5.0
309,2,5.0
309,3,5.0
309,4,5.0
309,5,5.0
309,6,5.0
309,7,5.0
309,8,5.0
309,9,5.0
309,10,5.0
309,11,5.0
309,12,5.0
309,13,5.0
309,14,5.0
309,15,5.0
309,16,5.0
309,17,5.0
309,18,5.0
309,19,5.0
309,20,5.0
310,1,5.0
310,2,5.0
310,3,5.0
310,4,5.0
310,5,5.0
310,6,5.0
310,7,5.0
310,8,5.0
310,9,5.0
310,10,5.0
310,11,5.0
310,12,5.0
310,13,5.0
310,14,5.0
310,15,5.0
310,16,5.0
310,17,5.0
310,18,5.0
310,19,5.0
310,20,5.0
311,1,5.0
311,2,5.0
311,3,5.0
311,4,5.0
311,5,5.0
311,6,5.0
311,7,5.0
311,8,5.0
311,9,5.0
311,10,5.0
311,11,5.0
311,12,5.0
311,13,5.0
311,14,5.0
311,15,5.0
311,16,5.0
311,17,5.0
311,18,5.0
311,19,5.0
311,20,5.0
312,1,5.0
312,2,5.0
312,3,5.0
312,4,5.0
312,5,5.0
312,6,5.0
312,7,5.0
312,8,5.0
312,9,5.0
312,10,5.0
312,11,5.0
312,12,5.0
312,13,5.0
312,14,5.0
312,15,5.0
312,16,5.0
312,17,5.0
312,18,5.0
312,19,5.0
312,20,5.0
313,1,5.0
313,2,5.0
313,3,5.0
313,4,5.0
313,5,5.0
313,6,5.0
313,7,5.0
313,8,5.0
313,9,5.0
313,10,5.0
313,11,5.0
313,12,5.0
313,13,5.0
313,14,5.0
313,15,5.0
313,16,5.0
313,17,5.0
313,18,5.0
313,19,5.0
313,20,5.0
314,1,5.0
314,2,5.0
314,3,5.0
314,4,5.0
314,5,5.0
314,6,5.0
314,7,5.0
314,8,5.0
314,9,5.0
314,10,5.0
314,11,5.0
314,12,5.0
314,13,5.0
314,14,5.0
314,15,5.0
314,16,5.0
314,17,5.0
314,18,5.0
314,19,5.0
314,20,5.0
315,1,5.0
315,2,5.0
315,3,5.0
315,4,5.0
315,5,5.0
315,6,5.0
315,7,5.0
315,8,5.0
315,9,5.0
315,10,5.0
315,11,5.0
315,12,5.0
315,13,5.0
315,14,5.0
315,15,5.0
315,16,5.0
315,17,5.0
315,18,5.0
315,19,5.0
315,20,5.0
316,1,5.0
316,2,5.0
316,3,5.0
316,4,5.0
316,5,5.0
316,6,5.0
316,7,5.0
316,8,5.0
316,9,5.0
316,10,5.0
316,11,5.0
316,12,5.0
316,13,5.0
316,14,5.0
316,15,5.0
316,16,5.0
316,17,5.0
316,18,5.0
316,19,5.0
316,20,5.0
317,1,5.0
317,2,5.0
317,3,5.0
317,4,5.0
317,5,5.0
317,6,5.0
317,7,5.0
317,8,5.0
317,9,5.0
317,10,5.0
317,11,5.0
317,12,5.0
317,13,5.0
317,14,5.0
317,15,5.0
317,16,5.0
317,17,5.0
317,18,5.0
317,19,5.0
317,20,5.0
318,1,5.0
318,2,5.0
318,3,5.0
318,4,5.0
318,5,5.0
318,6,5.0
318,7,5.0
318,8,5.0
318,9,5.0
318,10,5.0
318,11,5.0
318,12,5.0
318,13,5.0
318,14,5.0
318,15,5.0
318,16,5.0
318,17,5.0
318,18,5.0
318,19,5.0
318,20,5.0
319,1,5.0
319,2,5.0
319,3,5.0
319,4,5.0
319,5,5.0
319,6,5.0
319,7,5.0
319,8,5.0
319,9,5.0
319,10,5.0
319,11,5.0
319,12,5.0
319,13,5.0
319,14,5.0
319,15,5.0
319,16,5.0
319,17,5.0
319,18,5.0
319,19,5.0
319,20,5.0
320,1,5.0
320,2,5.0
320,3,5.0
320,4,5.0
320,5,5.0
320,6,5.0
320,7,5.0
320,8,5.0
320,9,5.0
320,10,5.0
320,11,5.0
320,12,5.0
320,13,5.0
320,14,5.0
320,15,5.0
320,16,5.0
320,17,5.0
320,18,5.0
320,19,5.0
320,20,5.0
999,1,5.0
10004,1,5.0
10009,1,5.0
10014,1,5.0
10017,2,4.0
10022,1,5.0
10027,1,5.0
10030,8,4.0
10031,8,4.0
10035,1,5.0
10040,1,5.0
10046,1,5.0
10051,1,5.0
10056,1,5.0
10061,1,5.0
10066,1,5.0
10071,1,5.0
10077,1,5.0
10079,1,4.0
10079,8,5.0
10079,9,4.0
10079,10,5.0
10083,1,5.0
10089,1,5.0
10094,1,5.0
10097,1,5.0
10097,2,4.0
10102,1,5.0
10107,1,5.0
10113,1,5.0
10119,1,5.0
10125,1,5.0
10131,1,5.0
10137,1,5.0
10143,1,5.0
10149,1,5.0
10155,1,5.0
10161,1,5.0
10167,1,5.0
10173,1,5.0
10179,1,5.0
10184,1,5.0
10187,1,5.0
10191,1,5.0
10196,1,5.0
10200,1,5.0
10207,1,5.0
10211,1,5.0
10215,1,5.0
10219,1,5.0
10223,1,5.0
10227,1,5.0
10231,1,5.0
10234,1,5.0
10239,1,5.0
